content,score
"duh gmn yak, bgs si bgs yaaa. cm, bs gasiii jgn dikit² scene nya kepotong, dikit² animasi nya ga gerak/ngelag, dikit² ini, dikit² itu. ribet bah stiap kli itu terjadi hrs kluar Netflix mlulu. kesel kali loh, sinyal bgs pdhl bjir.. ngeganggu nntn bgt. dan kenapaa si netflix smuanya yg gue cari gaada. pdhl kan tujuan langganan netflix buat nntn yg gue mw tntn, tapi smuanya yg gue cari mlh gaada 😅. ujung²nya hrs nntn di apk lain jg 😶👋🏻.",3
"tiba² banget resolusi maksimal nya cuma SD, padahal kemarin masih bisa HDR aneh banget ni Netflix😠, saran aja ya min untuk update kedepannya semoga ditambah fitur untuk memilih resolusi disaat pemutaran film/series nya",1
makasi min,5
Can you make an option that I could look at all the movies available on the app? It's absurd that I have to use a website and look what movies you guys have,4
"pas masuk kebanyakan drama,jadi males",1
"masa baru daftar akun langsung di suruh bayar anggota, udah di aplikasi nya gabisa login. tolol",1
kualitas nya bagus,5
makasih terbayar nostalgia aku,5
aplikasinya bagussih tap111111 lebih ba9us kalo gak pake email dan kata sandi!!!!!,1
"Kita ini ga punya waktu, sekalinya punya waktu mau nonton malah akun nya logout sendiri begitu mau masuk ada notifikasi terlalu banyak percobaan masuk, terlalu banyak dari mana orang cuma sekali. 186rb menguap sia2",1
gabisa login,1
"netflik knapa ya... voice nya kecil, giliran sfx nya gede bngt, toling d perbaiki ini..smua filmnya kaya gini",4
aplikasi binatang ribet kali bah,1
terlalu banyak film korea,4
great,5
gak niat,1
jujur kenapa tiba-tiba ngestuck gak bisa play tontonan deh?? udah di perbarui padahal apknya masih gak bisa bisa,3
apaan prabayar daftar akunnya,1
susah banget skrg harus update household terus tiap mau nonton,1
aplikasi gjelas,1
bikin males banget conan di Bstation malah dihapus gegara aplikasi satu ini,1
jelek banget gua gak rekomendasiin bagusn lok-lok,1
apaan nih dulu perasaan gratis kok sekarang bayar? mending nonton ke bioskop dah. mau nonton gratis juga harus bayar sih,1
fidio nya gak lengkap,1
tak bole guna,1
udah langganan gabisa login jangan di download dah parahh,1
"boros baterai, padahal udah pakai penghemat baterai",5
"ini knp ya netflix saya muter trs pas mau nonton, padahal jaringan bagus memo banyak hp g lemot,, aneh, bikin rugi aja percuma gua langgan ujung² nya g kepake 👎",2
sudah berhenti berlangganan tapi saldo masih kepotong 👎,1
stuckkk dilogo netflix tidak bisa masuk ke akun pdhl bru byr 65rb :(,1
"sudah berlangganan rupanya tidak bisa dipakai😭 bagaimana ini. mau nonton, yang muncul hanya ""memuat"" padahal jaringan oke.",1
Sering bug system,1
Netflix anjg sinyal gua bagus banget lohh knp Ngelag banget pas nonton film di elu buka tiktok lancar jaya di dk elu ngelag banget,2
susah login.langganan super mahal,1
menghibur,5
apk towwlowlll beadjingan kayak lowentew kowntol mewmeak pass mau login tuh guys gj banget uda masukin gmail tuh uda tapi kok ga bisa tetep aan login nya kya apk ini tuh cuman buatt ngasi gmail doang ga ada kya vido kyk towlowl lah beangseaattt,1
Terbaik. Sediakan pembayaran via potong pulsa dong. boikot gasih.,4
𝖺𝗀𝖺𝗄𝗍𝗂𝖽𝖺𝗄𝖻𝖺𝗀𝗎𝗌,3
"aplikasi jelek , film tidak lengkap , sedikit sedikit harus upgrade berbayar gak bagus buat di bayar dan di download",1
Krn mau beli paket dulu biar bisa liat video,1
makin lama makin aneh makin mahal makin gajelas kalau ada eps baru tbtb ilang2 sendiri njirla,1
"tidak bisa nonton di TV, Tidak bisa juga pakai pencerminan pintar dari hape ke TV. sementara WE TV, IQIYI bisa tuh.",1
jelek harus bebayar,1
tolong reffund saldo yang di sedot secara tiba-tiba,2
Netflix bagus 👍,5
netflix ribet amat daftar ny,1
"ga jelas ni apk, udah siap Downloadterus ufah buat akun eh malah di suruh perbaharaui ini itu lah apa lah, udah siap itu nanti enta apa lagi, mending saya uninstal aja lah",1
"film nya gak banyak menarik.. gak seru... pencarian gak pernah ada, kurang lengkap film nya , film hilang baru setahun... payah, sia sia bayar",1
"jelek bgt, rugi berlangganan sama Netflix!!!",1
"uang saya kesedot sendiri, padahal gaada niat langganan, mohon kembalikan uang saya",1
konten anak berisi lgbt,1
"tolong ya ini saya sudah berlangganan baru 3 hari tiba-tiba tidak dapat connect to netflix, coba contact cs disuruh coba hapus penyimpanan pada settingan aplikasi namun ketika dicoba login kembali malah tidak bisa selalu terjadi kesalahan. saya coba dari TV juga tidak bisa. Gimana ini???",4
"Yang terhormat pembuat aplikasi, saya sudah berhenti Langganan tapi saldo uang saya tersedot oleh aplikasi ini, ada bukti pembayaran juga dalam aplikasi, apakah boleh saya mengajukan pengembalian? karena saya juga tidak menginstal aplikasi ini dan tidak jadi berlangganan juga",1
ingin stop langganan,1
gak lengkap dan sudah login dan susah masuk ke dalam apk ini,1
nyedot uang dengan sendirinya,1
"kebanyakan loading, padahal sinyal ok nonton yt fb atau yg lain lancar2 aja, lama2 bikin kesal",1
"saran saya sebelum langganan dengan Netflix ada baiknya lihat ulasan orang lain terlebih dahulu,,saya menyesal berlangganan dengan Netflix,, sangat kecewa",1
download tinggal 3% ga beres mulu,1
"males banget ngentottt, mau batalin aja ga mau",1
ku blacklist apl ini dari hidupku,1
ribet settingan ke smart tv,4
tempat nonton film yang sangat pas,4
Ini tidak bisa di instal di tab yaa,2
kembalikan saldo saya. saya sudah berhenti berlangganan kenapa masih di potong.,1
susah masuk apalah ini aplikasi,5
udh byar gbsa dbuka taiii,1
apk terbangsat,1
susah loginnya anjir keluar trs ga jls mana udh bayar,1
"tiap kali pulang ke rumah harus ribet login lagi. konfirmasi sana sini. pake email , perbarui akun bla bla bla. asli tolol. bisa dipake di 4 device katanya. tapi tiap kali update harus login lagi. akhirnya netflix di rumah ga bisa dibuka kecuali gue bawa HP ini dan login ke rumah 800km jaraknya. bener bener sistem tolol.",1
ruk buruk,1
🙏,5
ga ada the mission impossible the final reckoning,3
"I really don't like this application, because there are several films and dramas that are not available or not shown in this application, so it's useless to subscribe if it's not complete, for example the One Piece cartoon series is not complete, there are several episodes that are not available or not shown in this application, it's really frustrating to have to subscribe to another application... this is the same as being very detrimental, paying a lot but there is no choice of films that you",1
"apk kadang error sendiri,gabisa login,too many login attemps padahal yang login cuma gw,ke log out terus",1
Luar Biasa mantap!!! Tolong tambahkan game WWE 2025 Netflix Edition di Indonesia agar saya bisa men download dan memainkannya...,5
tolol g bisa daftar,1
selalu puas buat dipake maraton atau nungguin drama korea kesayangan,5
setiap perpanjang manual macam2 masalahnya dialihkan ke opsi dompet digital lain masih sama juga applikasi apa ini,1
"kak sya sudah daftar dan sudah bayar juga tpi pas mau masuk email malah salah kata sandi, pdahal sudah bnar lalu di suruh bayar lagi, tolong di respon cepat",1
"kenapa ya tidak bisa masuk, kata sandi benar email benarr, masuk susah banget mana udah daftar lagiiii, disuruh salin link trus TPI GK bisa masukk",1
ad lgbt jir,1
TERBAIK......,5
Stop kampanye LGBT,1
"Tolong dong kasih fitur pengaturan pilih audio dan subtitle default. kesel tiap kali nonton/lanjut episode berikutnya, audionya selalu pakai Inggris - dengan deskripsi. masa tiap ganti film atau lanjut episode berikutnya, harus ubah audionya dulu. padahal saya kan ingin selalu pakai audio aslinya dengan subtitle Indonesia.",3
aplikasi buruk,1
maksa banget buat langganan.😡😡,1
aneh aplikasinya no telp udah bener sandi udah bener tapi gak bisa masuk emang dasar,1
please fix hp saya infinix gt 10 pro awalnya lancar semua video bisa di putar... terus tiba2 beberapa bulan kedepan harus buka tutup netflix kadang bisa kadang gk... untuk video indo pasti terjadi bug ini... udah gw reset segala macam cara seperti ganti pasword dll tetep gk bisa dan terakhir muncul terlalu banyak device yg menggunakan padahal ganti pasword lo.. dan saya berlangganan yg bisa untuk beberapa orang 4 minimal... tapi yg berdapampak hanya di hp saya sangat aneh jika itu bug tolong,2
"gak bagus, sdh di bayar perbulan tapi tidak bisa login,,,. ambil aja uangnya sekalian sedekah",1
bagus vidio vidio nya?,5
akhirnya bisa nonton anime dengan legal,5
video macetttttttt,1
"tlong deh ya? q dah byr fiawal 54rb / bln, lah ini plah eror gak bsa byat jonton gmna ? penipuan kah ?",1
"mau login aja susah amat, sinting ni apk makin lama makin buat emosi",1
go woke go broke 👎,1
opsi dongload di perangkat Windows gaada jir padahal alasan gua langganan di perangkat Windows agar nonton layar lebih besar,2
No LGBT,1
"susah bgt Netflix buat di stik tv gak bisa di buka, padahal udh langganan jadi eror terus klo buka Netflix di tv",1
tampilan Netflix sekarang jelek bgt :'(,4
Kaka maaf mau info untuk kualitas Netflix ko sekarang ngga hd lagi ya ? 🙏,3
"kenapa harus ada pembatalan anggota tiba-tiba tanpa ada konfirmasi ke pelanggan. padahal ambil yang premium yg bisa 4-5 perangkat. di telp ke cust service keterangan nya ada aktivitas mencurigakan, sekarang logika nya ngapaiin ambil 5 perangkat kalau hanya 1 jaringan. sengaja ambil yg bisa 5 perangkat agar ketika kita lagi di luar tetap bisa masuk tanpa harus keluar account dari perangkat yg utama. syarat dan ketentuan nya pun terlalu banyak,ini aplikasi berbayar loh bukan gratis. mengecewakan!",1
tombol download kadang ilang kadang muncul,4
bagussss film nyaaa,5
kenapa tidak bisa daftar akun? selalu muncul perintah diperlukan pembaruan,1
masa videonya gak bisa diputar loading mulu,1
hari ini kenapa Netflix gak bisa login kenapa,1
"resolusi di handphone saya gk bisa di ubah padahal HP saya termasuk yg yg bisa menggunakan resolusi HD, dan saja juga sudah langganan paket yg bisa nonton HD tapi gk bisa pke.. jadi selagi belum bisa si ubah saya bakal kasih ranting satu",1
"aplikasi bangke , mau buat akun aja ribet banget ngentod , kapan mau nonton nya asik ngecek email ngecek email🗿",1
Nggak bisa dibuka!!!,1
susah diakses,1
"skrng pendaftaran masuknya emg seribet ini ya?, memperhambat bgt, jdi ga mood nonton yg ada.",2
sangat baik untuk menonton film,5
"mau login atau buat akun aja error mulu, gimana mau berlangganan",1
"NETFLIX INDONESIA 👎, GK lengkap sumpah udh langganan mahal""",1
Ga jln aplikasinyav,4
cuman mau daftar aja ribet banget app sebelah nggak seribet ini,1
jangan berlangganan di netfilx nanti langganan kalian tiba tiba di batalkan tanpa keterangan yang jelas dan tidak bisa di refund!!!!!,1
filmnya gak ada yg mau diliat,1
sudah lebih baik sekarang,3
ini pertama kali ikut boikot aplikasi karna film yg menghina kristen,1
"aplikasi bodoh memaksa upgrade, ga jelas",1
oc,5
ok mantaf x la.......................,5
woy aplikasi pepek kau balekkan uang ku anj enak kali kau aku enggak langganan lagi kok bisa dana ku ko ambil anj,1
bagaimana caranya untuk stop langganan netflix,3
"pas coba masuk akun google kaga bisa kocak padahal sandi udah benar , rela rela ganti sandi demi masuk eh ternyata tetap nga bisa masuk , apk sampah",1
pas pengen login kayak gk jelas gitu,1
seruuuu banyak filem filem horor suka banget sudah mau 1 tahun langganan terus,5
Alhamdulillah ada aplikasi ini bisa nonton tanpa ke bioskop heheh,5
Mantep bngt,5
"Sengaja nyelipin LGBT sama sex di setiap series baru, ga penting banget. Drakor-drakor jadi kotor banget isinya, netflix penghancur drakor...",1
"tolong lebih diperbanyak lagi dubbing indo nya, di anime populer film populer ataupun series populer",4
keren Topp mantap is the best,5
"udah daftar kok tetep gabisa masuk, disuruh tempel link dibrowser atau apa itu, yg dimksd itu apa ya?ad yg tau kh?, kesel bgt dicoba berkali² ttp begitu",1
Cancel Netflix for the health of your kids,1
"Halo selamat malam admin, untuk anime ONE PIECE, episode 751-1088 kenapa tidak ada ya? Mohon ditanggapi, terima kasih🙏",1
rating ga seberapa loginnya susah minta ampun mana mahal bayarnya kocakk pantesan sepi 🤣🤣,1
Payah gak bisa dibuka percuma di donload,1
kualitas flimnya bagus sekali,5
Gpp bagus aja😊,5
sudah berhenti berlangganan masih aja saldo sya dikuras,1
"Assalamu'alaikum. Kpd yg terhormat aplikasi netflix. Aplikasi satu satu nya yg sangat jelek. Begitu saya download, dan saya coba daftar pakek gmail, langsung di arah kan ke gmail, di suruh bayar 54.000.itu kita sebagai warga Indonesia yg kurang mampu. Ngapain di buat aplikasi sejelek ini. Saya sangat kecewa.",1
loginnya susah bgt gilak padahal sandi email ama no hp ga salahhh lohhh knp ga valid Mulu,1
netflix seru yang drama,5
"kok ga bisa streaming ya ? check jaringan oke, wifi lancar, video muter2, sudah selesai muter tidak muncul2 videonya?? makin ga jelas apk",1
"Tambahin fitur tonton nanti dong min, fitur daftar saya pantesnya cuman buat film yang favorite banget filmnya",5
"aneh banget, tiba tiba saldo saya terpotong dan transaksi munujukan berlangganan dengan netflix, saya tidak pernah pakai netflix, tidak punya akun, kenapa saldo saya bisa terpotong tiba tiba, ANEH BANGET",1
jangan download aplikasi ngk jelas,1
trash streaming,1
bagus aja,5
mudah dan update vidionya,5
cukup menarik tapi kalau mau premium bukan 1 bayar aku maunya sekali bayar.,4
"Disuruh bayar ., Daftar aja suruh bayar. Gw kira ada yang free watch.",1
tolong tambahkan film detective Conan terbaru,5
Aplikasinya jelek banget lebih bagus aplikasi sebelah(tahu kah aplikasi mana) aku lebih suka aplikasi sebelah dari pada aplikasi ini!👎,1
ini tempat nonton paling favorit pokoknya👍👍👍👍👍👍👍👍👍👍👍👍,4
aplikasi ini lumayan bagus walaupun masih ada film yg aku pengen nonton tapi GK ada di Netflix tapi sudah bagus film filmnya juga berkualitas,5
sumpah bener bener nggaa wor it daftar nya suruh bayar,1
kecewa banget udah daftar udah bayar malah ga bisa log in alasan gangguan terus,1
netflix sangat menyenangkan,5
"udah berlangganan 1080p, kualitasnya masih jelek aja eek",1
"dulu ga da bayar apa pun kecuali VIP, ini di harus kan walau bukan member VIP , g guna .. duit duit Mulu kalian heran gw..",1
"saya juga download masuknya sulit sekali hrs email,email dah g bisa kepake padahal mau nonton aja ribet... uninstall deh",1
BURUKKK,1
very god,5
✌️👍,5
setiap mau nonton ko loading terus ya aneh,1
makasih Netflix sangat mempermudah untuk nonton drakor,5
pembayaran jangan Oto debit Shopee dong!! menyusahkan.ubah pembayaran Via Shopee jadi manual!!!!,1
gabisa nonton saya,1
"ini maksudnya apa? kenapa pembayaran nya langsung ambil uang saya di dana? tanpa ada minta verifikasi atau konfirmasi? saya jga punya kebutuhan lain, saya belum bayar kalau blum terpenuhi kebutuhan lain, aplikasi kurang ajar memang kau",1
"udah bayar, tp klo nonton dihp jadi ky ancur gt, mana ngeglitch lagi.",3
apaan ni gabisa login pdhal Gmail sama sandi dah bener,2
"login bayar ga masuk2,parah sitemnya",1
pliss Netflix tambah kan banyak lagi film dan jangan sampai menjadi film bajakan gratis di google,3
this is your own Fault realize what mistake you are,1
"CV ke""x AA",4
tolonglah jangan pembayaran jangan otomatis,4
Netflix kenapa di smart TV gak bisa kebuka?,2
aplikasi gajelas orang mau nonton aja dipersulit login nya gw saranin kalo mau pake apk ini jangan mau yah lebih baik cari apk yang lain aja,1
kodenya Netflix tidak dikasih jadi nggak bisa masuk gimana coba ini aplikasi masa nggak kasih kodenya 👎👎👎👎👎,1
"Sudah berhenti berlangganan tapi tetep saja uang di rekening ke ambil,, gajelas orang udah berhenti tapi masih tetep ngambil aja udah kaya nyolong",1
"SUSAH SEKALI UNTUK DAFTAR DI APLIKASI INI, AKU HARUS MEMBAYAR APLIKASI ITU!!!! PADAHAL NAMA EMAIL KU SUDAH BENAR TAPI TETAP SAJA TIDAK BISA!!!",1
"login gagal terus, padahal itu akun utama saya. mana skrg gak bisa masuk gara² keseringan login. sia² isi paket netflix. buang² uang aja!",1
jangan donlod kita termasuk nya du peraas!,5
gambarnya brebek gak jelas percuma langganan padahal udah support wifi tetep aja gambarnya brebekkk kaya kaset kusut gak recommen banget.,1
"very good.. can watch movies with family, it's just that there are too few movies, sometimes the movies we are looking for are mostly not available. we ask that more be provided so that we can enjoy all the movies we want to see. thank you.",4
Netflix buat semua orang jadi terpengaruh Krn aplikasi Netflix TDK mungkin membuat bahagia kebanyakan Indonesia rata rata semua saya gak tertarik mohon tolong di hapus aplikasi ini biar orang gak nonton lagi 😠😠😠😠😠😠😠😠😠😠😠😠😠,1
